0.2	par8-5-c	1	0.003	258
0.2	par8-5-c	2	0.003	257
0.2	par8-5-c	3	0.002	265
0.2	par8-5-c	4	0.001	257
0.2	par8-5-c	5	0.001	261
0.2	par8-5-c	6	0.001	254
0.2	par8-5-c	7	0.001	259
0.2	par8-5-c	8	0.001	268
0.2	par8-5-c	9	0.001	254
0.2	par8-5-c	10	0.001	261
0.2	par8-5-c	11	0.001	259
0.2	par8-5-c	12	0.001	260
0.2	par8-5-c	13	0.001	253
0.2	par8-5-c	14	0.001	256
0.2	par8-5-c	15	0.001	257
0.2	par8-5-c	16	0.001	262
0.2	par8-5-c	17	0.001	263
0.2	par8-5-c	18	0.001	262
0.2	par8-5-c	19	0.001	254
0.2	par8-5-c	20	0.001	260
0.2	par8-5-c	21	0.002	258
0.2	par8-5-c	22	0.001	262
0.2	par8-5-c	23	0.001	259
0.2	par8-5-c	24	0.001	257
0.2	par8-5-c	25	0.001	262
0.2	par8-5-c	26	0.001	262
0.2	par8-5-c	27	0.001	256
0.2	par8-5-c	28	0.002	257
0.2	par8-5-c	29	0.002	254
0.2	par8-5-c	30	0.001	261
0.2	par8-5-c	31	0.001	254
0.2	par8-5-c	32	0.001	253
0.2	par8-5-c	33	0.001	257
0.2	par8-5-c	34	0.001	252
0.2	par8-5-c	35	0.001	255
0.2	par8-5-c	36	0.001	259
0.2	par8-5-c	37	0.001	266
0.2	par8-5-c	38	0.001	257
0.2	par8-5-c	39	0.001	249
0.2	par8-5-c	40	0.001	259
0.2	par8-5-c	41	0.001	252
0.2	par8-5-c	42	0.001	258
0.2	par8-5-c	43	0.001	256
0.2	par8-5-c	44	0.001	254
0.2	par8-5-c	45	0.001	252
0.2	par8-5-c	46	0.001	259
0.2	par8-5-c	47	0.002	263
0.2	par8-5-c	48	0.001	259
0.2	par8-5-c	49	0.001	253
0.2	par8-5-c	50	0.001	254
0.2	par8-5-c	51	0.001	260
0.2	par8-5-c	52	0.001	268
0.2	par8-5-c	53	0.001	256
0.2	par8-5-c	54	0.001	265
0.2	par8-5-c	55	0.001	265
0.2	par8-5-c	56	0.001	257
0.2	par8-5-c	57	0.001	265
0.2	par8-5-c	58	0.001	259
0.2	par8-5-c	59	0.001	265
0.2	par8-5-c	60	0.001	260
0.2	par8-5-c	61	0.001	267
0.2	par8-5-c	62	0.002	250
0.2	par8-5-c	63	0.001	260
0.2	par8-5-c	64	0.001	252
0.2	par8-5-c	65	0.001	259
0.2	par8-5-c	66	0.001	262
0.2	par8-5-c	67	0.001	252
0.2	par8-5-c	68	0.001	261
0.2	par8-5-c	69	0.001	254
0.2	par8-5-c	70	0.001	254
0.2	par8-5-c	71	0.001	262
0.2	par8-5-c	72	0.001	260
0.2	par8-5-c	73	0.001	267
0.2	par8-5-c	74	0.001	261
0.2	par8-5-c	75	0.001	259
0.2	par8-5-c	76	0.001	260
0.2	par8-5-c	77	0.001	258
0.2	par8-5-c	78	0.001	255
0.2	par8-5-c	79	0.001	258
0.2	par8-5-c	80	0.001	263
0.2	par8-5-c	81	0.001	263
0.2	par8-5-c	82	0.001	252
0.2	par8-5-c	83	0.001	256
0.2	par8-5-c	84	0.001	262
0.2	par8-5-c	85	0.001	256
0.2	par8-5-c	86	0.001	258
0.2	par8-5-c	87	0.001	262
0.2	par8-5-c	88	0.001	257
0.2	par8-5-c	89	0.001	258
0.2	par8-5-c	90	0.001	258
0.2	par8-5-c	91	0.001	262
0.2	par8-5-c	92	0.001	265
0.2	par8-5-c	93	0.001	258
0.2	par8-5-c	94	0.001	255
0.2	par8-5-c	95	0.001	260
0.2	par8-5-c	96	0.001	257
0.2	par8-5-c	97	0.001	258
0.2	par8-5-c	98	0.002	266
0.2	par8-5-c	99	0.001	264
0.2	par8-5-c	100	0.001	267
