0.4	flat75-1	1	0.016	773
0.4	flat75-1	2	0.015	774
0.4	flat75-1	3	0.015	775
0.4	flat75-1	4	0.015	774
0.4	flat75-1	5	0.015	773
0.4	flat75-1	6	0.015	771
0.4	flat75-1	7	0.015	776
0.4	flat75-1	8	0.016	775
0.4	flat75-1	9	0.015	775
0.4	flat75-1	10	0.015	771
0.4	flat75-1	11	0.015	773
0.4	flat75-1	12	0.016	771
0.4	flat75-1	13	0.017	773
0.4	flat75-1	14	0.016	773
0.4	flat75-1	15	0.015	777
0.4	flat75-1	16	0.015	771
0.4	flat75-1	17	0.015	775
0.4	flat75-1	18	0.015	777
0.4	flat75-1	19	0.015	777
0.4	flat75-1	20	0.015	771
0.4	flat75-1	21	0.015	773
0.4	flat75-1	22	0.015	778
0.4	flat75-1	23	0.015	775
0.4	flat75-1	24	0.015	773
0.4	flat75-1	25	0.015	773
0.4	flat75-1	26	0.015	777
0.4	flat75-1	27	0.015	777
0.4	flat75-1	28	0.015	777
0.4	flat75-1	29	0.015	774
0.4	flat75-1	30	0.015	775
0.4	flat75-1	31	0.015	775
0.4	flat75-1	32	0.015	772
0.4	flat75-1	33	0.015	776
0.4	flat75-1	34	0.015	773
0.4	flat75-1	35	0.015	776
0.4	flat75-1	36	0.015	776
0.4	flat75-1	37	0.015	773
0.4	flat75-1	38	0.015	775
0.4	flat75-1	39	0.015	772
0.4	flat75-1	40	0.015	774
0.4	flat75-1	41	0.015	776
0.4	flat75-1	42	0.015	775
0.4	flat75-1	43	0.015	776
0.4	flat75-1	44	0.015	774
0.4	flat75-1	45	0.015	771
0.4	flat75-1	46	0.015	775
0.4	flat75-1	47	0.015	772
0.4	flat75-1	48	0.015	776
0.4	flat75-1	49	0.015	776
0.4	flat75-1	50	0.015	776
0.4	flat75-1	51	0.015	773
0.4	flat75-1	52	0.015	774
0.4	flat75-1	53	0.015	777
0.4	flat75-1	54	0.015	775
0.4	flat75-1	55	0.015	776
0.4	flat75-1	56	0.015	770
0.4	flat75-1	57	0.015	775
0.4	flat75-1	58	0.015	774
0.4	flat75-1	59	0.015	772
0.4	flat75-1	60	0.015	774
0.4	flat75-1	61	0.015	774
0.4	flat75-1	62	0.015	772
0.4	flat75-1	63	0.015	771
0.4	flat75-1	64	0.016	775
0.4	flat75-1	65	0.015	775
0.4	flat75-1	66	0.015	772
0.4	flat75-1	67	0.015	778
0.4	flat75-1	68	0.015	773
0.4	flat75-1	69	0.015	776
0.4	flat75-1	70	0.015	775
0.4	flat75-1	71	0.015	773
0.4	flat75-1	72	0.015	776
0.4	flat75-1	73	0.015	776
0.4	flat75-1	74	0.015	775
0.4	flat75-1	75	0.015	775
0.4	flat75-1	76	0.015	775
0.4	flat75-1	77	0.015	772
0.4	flat75-1	78	0.015	774
0.4	flat75-1	79	0.015	775
0.4	flat75-1	80	0.015	774
0.4	flat75-1	81	0.015	774
0.4	flat75-1	82	0.015	774
0.4	flat75-1	83	0.015	773
0.4	flat75-1	84	0.015	773
0.4	flat75-1	85	0.015	770
0.4	flat75-1	86	0.015	777
0.4	flat75-1	87	0.015	775
0.4	flat75-1	88	0.015	777
0.4	flat75-1	89	0.015	775
0.4	flat75-1	90	0.015	776
0.4	flat75-1	91	0.015	778
0.4	flat75-1	92	0.015	775
0.4	flat75-1	93	0.015	775
0.4	flat75-1	94	0.015	771
0.4	flat75-1	95	0.015	776
0.4	flat75-1	96	0.015	769
0.4	flat75-1	97	0.015	775
0.4	flat75-1	98	0.015	774
0.4	flat75-1	99	0.015	772
0.4	flat75-1	100	0.015	774
